#class tools::wcsv::ntuple
#title EnergyDeposit
#separator 44
#vector_separator 59
#column double NaI
#column double Beta
0.659349,0
0,0.15459
0.652714,0
0.643412,0
0.308175,0.351561
0.143308,0
0.20117,0.44665
0,0
0.66879,0
0.6684,0
0,0
0.654995,0
0.66972,0
0.0455019,0
0,0
0.66041,0
0,0
0,0
0,0
0.653189,0
0.664098,0
0.658702,0
0.653376,0
0.673705,0
0.671895,0
0,0
0,0
0.649611,0
0.655214,0
0.353401,0
0.666952,0
0,0
0.658986,0
0.593663,0.0369938
0.678439,0
0.17605,0
0.659452,0
0.665861,0
0,0
0,0
0.657058,0
0.675898,0
0.129673,0
0.650929,0
0.656082,0
0.67208,0
0.672943,0
0,0
0.110305,0
0.670619,0
0,0
0,0
0.654871,0
0.640531,0
0.675791,0
0.64902,0
0,0
0.213419,0.443024
0.615106,0.0475008
0,0
0.660175,0
0.331741,0
0.67154,0
0.393085,0
0.39973,0.250056
0.328123,0.345548
0.691804,0
0.665631,0
0.661367,0
0.231051,0.426514
0.663998,0
0.658527,0
0.671821,0
0.655106,0
0.647766,0
0.631896,0.0326765
0,0
0,0
0.295391,0.369347
0.266915,0
0.250483,0
0.113874,0
0.205359,0
0.0260486,0
0,0
0.659016,0
0.665976,0
0.641702,0
0,0
0.660364,0
0.655577,0
0.675222,0
0.66398,0
0.610838,0.0312788
0.676284,0
0,0
0.671493,0
0.24683,0
0.65907,0
0.204181,0.458636
0.664986,0
0.660585,0
0.251034,0
0.648528,0
0.386818,0.280454
0.661802,0
0.663477,0
0.647806,0
0.36609,0.288048
0.653905,0
0.658007,0
0,0
0.643905,0
0,0
0.66789,0
0.673205,0
0,0
0.649159,0
0.458777,0.180849
0.657135,0
0.0135691,0
0,0
0,0
0.432968,0.228598
0.0469098,0
0.441318,0.210952
0.667156,0
0,0
0,0
0.258534,0
0.631371,0
0.645428,0
0.66427,0
0,0.0650517
0.657119,0
0.365384,0
0.655065,0
0.653307,0
0,0
0,0
0.656395,0
0.244034,0.424438
0.598974,0.0743382
0.663378,0
0.0572425,0
0.213362,0.45196
0.668344,0
0.662437,0
0.67331,0
0.650356,0
0,0
0,0
0,0
0.670015,0
0,0
0,0.200644
0.141232,0
0.655031,0
0.656007,0
0.66196,0
0,0
0,0
0,0
0.659564,0
0.676355,0
0,0
0.280962,0
0.103366,0
0.491449,0
0.660849,0
0.143149,0
0,0
0.370172,0
0.672963,0
0,0
0.663386,0
0,0
0.658224,0
0,0
0,0
0,0
0.655179,0
0.658279,0
0.658977,0
0.656074,0
0.0728512,0
0.246621,0.399129
0.6591,0
0.667474,0
0.659343,0
0.652156,0
0,0
0.663744,0
0.669985,0
0.238465,0
0.664305,0
0.212979,0
0.438259,0
0.66998,0
0.120518,0
0,0
0.666259,0
0.65336,0
0,0
0.0341693,0
0.479571,0.183911
0,0
0.0495966,0
0,0
0,0
0.367221,0
0.660659,0
0.671723,0
0.65359,0
0,0
0,0.0199615
0.581256,0.0816337
0.194287,0
0,0
0,0
0.456217,0.202713
0,0
0,0
0.673348,0
0.582044,0.0714792
0.0351295,0
0.666091,0
0.309021,0.357743
0.641706,0
0.642078,0
0.65671,0
0.669518,0
0.661673,0
0.200988,0.452661
0,0
0.117581,0
0.282744,0
0.666807,0
