# mesh name: boxMesh_1
# primitive scorer name: trackLength
# iX, iY, iZ, total(value) [mm], total(val^2), entry
0,4,19,13.24949438996726,83.77070525488928,3
0,4,20,8.748907198048093,49.07772995197023,2
0,4,21,0.2964842869681119,0.08790293241898971,1
0,4,22,3.260959929826791,8.520126866010626,2
0,4,23,5.093653532303128,9.049028257047761,4
0,4,24,26.61913212693642,171.4360373127826,6
0,4,25,1.533812598339786,2.352581086825845,1
0,4,26,0,0,0
0,4,27,0,0,0
0,4,28,7.568777080914184,57.28638650057183,1
0,4,29,5.869729349290664,34.45372263392421,1
0,5,0,13.37257163576212,46.53560676690813,5
0,5,1,17.10875959292778,127.578648648509,3
0,5,2,3.852655093472121,14.84295126925667,1
0,5,3,16.7195833629527,133.3943971605716,3
0,5,4,16.24396594394205,109.3106763881106,4
0,5,5,1.4097250963541,1.987324847290576,1
0,5,6,4.421891080226357,16.53632335184227,2
0,5,7,15.35597069983331,107.9698758890291,3
0,5,8,10.48118948479919,43.81206871083167,4
0,5,9,22.68975982564752,139.8140058571984,4
0,5,10,0,0,0
0,5,11,0,0,0
0,5,12,9.719853699690118,49.61670750888459,2
0,5,13,7.164472793380773,30.88144790013522,2
0,5,14,0.1076485288628512,0.01158820576633611,1
0,5,15,12.36465627130454,76.44239227714294,2
0,5,16,0.185479408681337,0.03440261104477842,1
0,5,17,9.350897219403503,51.64034275708983,2
0,5,18,19.4914723143776,114.1918854041915,4
0,5,19,0,0,0
0,5,20,13.91601230677557,62.90296091577819,4
0,5,21,17.62270348812293,114.3290737958413,3
0,5,22,3.448387909904816,11.8913791771777,1
0,5,23,17.3618560316408,124.0308243959988,3
0,5,24,9.333366298099998,35.43143844309333,5
0,5,25,28.2098840675285,204.5700832733872,4
0,5,26,3.577780563064601,12.80051375744286,1
0,5,27,21.25702840381665,169.0690088966103,5
0,5,28,13.49171329621179,50.75962277371325,5
0,5,29,5.965113357988748,35.58257737365579,1
0,6,0,29.09381534183442,186.9677879521936,5
0,6,1,12.26083582766184,54.72061895882122,3
0,6,2,10.95733105864654,66.30229333852878,3
0,6,3,7.192303263856346,39.56302051513347,3
0,6,4,3.010970286829978,9.065942068173003,1
0,6,5,0,0,0
0,6,6,3.383569719838152,11.44854404900563,1
0,6,7,0,0,0
0,6,8,1.529737649224451,2.340097275454751,1
0,6,9,8.133584698626414,66.15520004972974,1
0,6,10,8.070694627366725,65.13611176820612,1
0,6,11,2.6729341774639,7.144577117054617,1
0,6,12,7.803166055732453,60.88940049333517,1
0,6,13,5.875073109113547,34.51648403742912,1
0,6,14,13.51082516626341,93.2688163276047,2
0,6,15,6.871355740940683,18.78050764608859,3
0,6,16,21.50061200426862,128.1039892313289,4
0,6,17,1.316310301182448,1.732672808999026,1
0,6,18,31.93854904330484,195.6664307559035,6
0,6,19,6.517030798771305,24.66847641366899,2
0,6,20,20.78507473461364,152.9195699614406,3
0,6,21,2.425634596140407,3.584439405559795,2
0,6,22,9.08847309354408,50.13660091411178,2
0,6,23,7.196855816341573,34.13128063993977,2
0,6,24,0.530232499267371,0.2811465032793226,1
0,6,25,9.805096382848793,69.11274791556818,2
0,6,26,7.823833453891973,57.25703624346998,2
0,6,27,19.10097398607246,159.4738049564343,5
0,6,28,13.67988415786489,103.0757006674455,2
0,6,29,8.610259065207813,74.13656116999333,1
0,7,0,4.316259309294213,18.63009442506896,1
0,7,1,0,0,0
0,7,2,0,0,0
0,7,3,17.76200148887194,124.6437009609072,4
0,7,4,17.24511911538289,143.0013758417347,3
0,7,5,3.437543800247813,6.400742103276384,2
0,7,6,7.314655650895185,53.50418729117286,1
0,7,7,0,0,0
0,7,8,8.344721789699811,69.63438174749082,1
0,7,9,7.947292041858851,63.15945079859302,1
0,7,10,3.117015100286021,9.715783135411071,1
0,7,11,5.324342384540929,25.94922552093299,2
0,7,12,0,0,0
0,7,13,0,0,0
0,7,14,14.8055878503402,89.01562418131027,3
0,7,15,8.508829986070117,37.46362918814222,2
0,7,16,1.452058270870257,2.108473222002721,1
0,7,17,0,0,0
0,7,18,8.975508310097929,40.54704921260014,2
0,7,19,3.599871523671358,12.95907498693994,1
0,7,20,2.688810335340735,7.229701019435155,1
0,7,21,5.146804549786355,26.48959707370152,1
0,7,22,0,0,0
0,7,23,12.46453146508798,82.47190392118731,3
0,7,24,3.619400847575125,13.10006249542753,1
0,7,25,0.9197551236274564,0.8459494874389576,1
0,7,26,0.33792122212432,0.114190752361994,1
0,7,27,0,0,0
0,7,28,0,0,0
0,7,29,6.850424198458518,46.92831169882604,1
0,8,0,7.413845406442669,38.89580904631469,2
0,8,1,0,0,0
0,8,2,4.639115667051767,10.87802374366651,3
0,8,3,22.58720882309752,173.3693053410811,3
0,8,4,0,0,0
0,8,5,9.077125734960831,55.64280593744555,2
0,8,6,5.625262693305456,20.81434517544811,2
0,8,7,0.1368301866837785,0.01872249998791768,1
0,8,8,10.3218172533427,65.36527355168884,4
0,8,9,16.29606125549629,109.2104428611398,3
0,8,10,6.621690541310453,25.2321955583653,2
0,8,11,12.21063340639581,65.58100995316185,4
0,8,12,21.97309121293926,145.1292239900155,4
0,8,13,11.24133115395355,69.41831962943441,2
0,8,14,28.00017519975131,178.5884568740533,5
0,8,15,7.345434956831885,53.95541470504784,1
0,8,16,4.330350363080374,18.75193426703033,1
0,8,17,14.83477143895369,110.0356125450751,2
0,8,18,12.04264282932878,66.97385348871485,4
0,8,19,13.60151714443561,93.81106791743878,2
0,8,20,12.78616284146832,85.119436088768,2
0,8,21,0,0,0
0,8,22,3.530455596329392,12.46411671765352,1
0,8,23,11.93064906140797,74.82085163854305,2
0,8,24,11.50014329308702,67.47103452686153,2
0,8,25,4.741158761691948,15.62479916447625,2
0,8,26,12.83385407458558,86.09650888855731,2
0,8,27,0,0,0
0,8,28,0.08266834157221317,0.006834054698300109,1
0,8,29,12.97970117926104,105.6536117180111,2
0,9,0,7.037333310805471,35.33193878555992,2
0,9,1,9.524245359449935,43.99872041100561,3
0,9,2,23.2520916013407,173.0057673663716,4
0,9,3,8.564496955432578,64.01126297475231,2
0,9,4,3.718715035989558,4.884730708021481,3
0,9,5,9.841237799170091,48.11698013966151,3
0,9,6,15.6460395323898,88.42863816384123,3
0,9,7,1.626421113861779,1.322955668414774,2
0,9,8,7.552079244226177,57.03390091107183,1
0,9,9,24.44446907816779,157.8873002524583,4
0,9,10,1.780633657634648,3.170656222701343,1
0,9,11,9.746535000223135,47.96590895505554,3
0,9,12,24.24071170752088,152.2411094446489,5
0,9,13,7.206898308282926,26.06364761397378,2
0,9,14,21.40455801822083,126.1741063433513,5
0,9,15,7.104303334979854,50.47112587540588,1
0,9,16,10.07822275969652,59.67914737612094,2
0,9,17,4.393713553320411,19.30471878863147,1
0,9,18,15.7802327974328,83.79244509036396,4
0,9,19,21.4207253144714,153.3810737587017,3
0,9,20,12.73384599020754,83.78516127873038,2
0,9,21,18.7987411608805,105.2927777149907,4
0,9,22,8.675622762369173,42.18351636880266,2
0,9,23,0.2982402437221033,0.0889472429754196,1
0,9,24,8.550892061490647,33.32832550268724,3
0,9,25,13.80392659061243,89.36393652904091,3
0,9,26,2.135513765187599,4.560419041305718,1
0,9,27,0,0,0
0,9,28,6.312178755314704,39.84360063904629,1
0,9,29,0,0,0
0,10,0,0,0,0
0,10,1,2.770328790448841,7.674721607189737,1
0,10,2,4.09500137205703,9.497940467351732,2
0,10,3,17.48614094850874,114.9603172312903,3
0,10,4,5.387017311081969,16.82356630646663,2
0,10,5,14.10210863576742,96.38017102670752,3
0,10,6,16.91004535850773,87.7246378800038,5
0,10,7,21.23676293062391,146.5969505474251,5
0,10,8,21.18200175514545,150.3845228151035,3
0,10,9,10.19295180289828,62.91819233251421,2
0,10,10,19.73293771058617,132.5788194149145,3
0,10,11,11.99647000303716,74.92762059448819,2
0,10,12,7.021139362473741,49.29639794727818,1
0,10,13,9.788236068220657,56.80204447691281,2
0,10,14,2.964407781576385,8.787713495470625,1
0,10,15,20.56922409026636,141.1072111320305,3
0,10,16,7.047254051805221,49.66378967068511,1
0,10,17,2.74468331594325,7.533286504817232,1
0,10,18,8.958844750822681,32.5984563916582,3
0,10,19,16.82327428131661,102.746791470508,3
0,10,20,12.82103894935074,69.58184025463444,3
0,10,21,24.71724364350743,176.3812785289494,5
0,10,22,0.01245294646069228,0.0001550758755528684,1
0,10,23,0,0,0
0,10,24,11.33798793817572,75.04102759494856,3
0,10,25,16.4858357716779,136.0154011976913,2
0,10,26,1.802634382835212,3.249490718179686,1
0,10,27,4.347365458131249,18.89958642655273,1
0,10,28,4.337191105099397,18.81122668215333,1
0,10,29,4.17187109849365,13.80151271466862,2
0,11,0,5.689518587752842,32.37062176038509,1
0,11,1,20.59694039291517,114.7338333495531,4
0,11,2,15.46201398867744,80.59851700033056,3
0,11,3,6.59538605433832,22.03511524109802,2
0,11,4,8.414697608286005,70.80713583889421,1
0,11,5,16.70214364390294,96.54092197981137,4
0,11,6,30.79141711363661,174.1222956360521,7
0,11,7,7.818031361683911,39.34317625260907,2
0,11,8,0.2963256369502597,0.08780888311397712,1
0,11,9,10.04546175167603,58.58138326722724,3
0,11,10,25.97614930706336,150.7874875044465,5
0,11,11,7.867158731426602,41.71895988246791,4
0,11,12,6.978827875330361,48.70403851348808,1
0,11,13,11.08374753658053,65.17770067847063,2
0,11,14,4.937713864159518,24.38101820431311,1
0,11,15,22.71970147858694,169.8555242669684,4
0,11,16,0.05336175026704525,0.002847476391562504,1
0,11,17,24.83313306268114,156.9370608407237,4
0,11,18,5.202918404032519,27.07035991902029,1
0,11,19,7.145534585446852,51.05866451181712,1
0,11,20,7.31962954714066,53.57697670737458,1
0,11,21,5.852333449554312,34.24980680477227,1
0,11,22,11.19667417599781,67.85714568515617,3
0,11,23,12.06747484283956,76.35787862646009,2
0,11,24,0,0,0
0,11,25,3.59541584436001,6.473174351153123,2
0,11,26,11.81755072218611,71.15949788845515,2
0,11,27,2.411311700095639,4.015685303824247,2
0,11,28,8.582758300707097,37.08060585115913,2
0,11,29,6.35159496090367,25.1718450534073,2
0,12,0,2.282897054431081,5.211618961130105,1
0,12,1,12.22359528163065,64.26727554849326,4
0,12,2,8.217918153929919,36.59243618713408,2
0,12,3,5.241823269350576,27.47671118710516,1
0,12,4,17.58269886754534,105.2430211375293,4
0,12,5,18.36146587531318,124.7399826452877,3
0,12,6,14.11634528383864,86.36571286657515,3
0,12,7,0,0,0
0,12,8,8.544515353933534,49.60105129006948,3
0,12,9,17.47525042177029,107.2306956717044,4
0,12,10,7.067177757285834,49.94500145307563,1
0,12,11,27.30631272050348,166.3785477127696,6
0,12,12,17.12474229475132,99.8171926752605,4
0,12,13,13.5782836656973,92.18518024621548,2
0,12,14,19.19865337587627,102.6861137362771,5
0,12,15,27.05736211517576,183.0254694054293,4
0,12,16,23.97333693043514,151.5437997586695,4
0,12,17,16.54792897108227,98.27528692095672,4
0,12,18,1.841849204629248,3.344402925906501,2
0,12,19,0,0,0
0,12,20,21.68947150862505,156.8146917619242,3
0,12,21,7.423264990041444,55.104863112375,1
0,12,22,0,0,0
0,12,23,2.157432696309193,4.654515839103953,1
0,12,24,12.30277352417955,75.92097152969247,2
0,12,25,9.855175327056152,37.48907281633859,3
0,12,26,9.411727793146682,29.28167214376469,4
0,12,27,18.09651955857293,87.4604870094559,4
0,12,28,6.997450223975787,24.67753110235602,2
0,12,29,15.81336575407721,113.6813320806536,3
0,13,0,5.000705808384358,25.00705858200905,1
0,13,1,7.512709662035828,44.51198381532019,2
0,13,2,10.2480534359767,66.89463681156133,2
0,13,3,14.29685517332435,103.3482777509438,2
0,13,4,11.30046846543642,43.92974163069804,4
0,13,5,13.68278914747616,52.00163433290258,5
0,13,6,7.148534182085846,51.10154095244975,1
0,13,7,9.593550763106885,57.31007007053618,2
0,13,8,13.53166937322534,74.50915437737243,4
0,13,9,16.09416422335977,95.02312922232407,3
0,13,10,0.3101324434633459,0.09618213248854544,1
0,13,11,6.880200718466129,47.33716192638183,1
0,13,12,18.69749311555739,118.5260676156278,3
0,13,13,26.89219294966662,180.7980410685122,4
0,13,14,23.11797753240399,137.2847132454991,4
0,13,15,27.7999107448089,181.0599229711975,5
0,13,16,23.440258775282,146.3852850812476,4
0,13,17,6.806284679044566,46.32551113219679,1
0,13,18,13.81554666578832,95.43478414497724,2
0,13,19,12.6873577314896,59.26964976085702,4
0,13,20,17.05840409523164,82.84890673697554,5
0,13,21,9.818214567590017,50.19658150929529,2
0,13,22,9.438541017733094,47.3314467294279,2
0,13,23,1.725675649857192,2.977956448510042,1
0,13,24,9.064429376552706,65.19695653889825,2
0,13,25,10.25735986105042,60.55682701387079,2
0,13,26,4.923487031103479,24.24072454544415,1
0,13,27,2.871641070622792,8.246322438487612,1
0,13,28,20.88769481935071,137.1229981790655,4
0,13,29,18.63072987052513,114.818384146762,5
0,14,0,5.822620870863813,33.90291380581886,1
0,14,1,3.489019682472378,12.17325834467966,1
0,14,2,0,0,0
0,14,3,16.18115734503482,131.2930482242136,2
0,14,4,20.91907850567013,142.9458091028847,4
0,14,5,27.92693156906282,169.6580059799275,6
0,14,6,2.874637719141578,8.263542016311492,1
0,14,7,15.06017650341331,113.4067456103123,2
0,14,8,0,0,0
0,14,9,0,0,0
0,14,10,13.68802084529839,93.71244751630337,2
0,14,11,20.03425795197878,134.0271062042958,3
0,14,12,0.5458562490154866,0.2979590445892569,1
0,14,13,2.994904091435334,8.969450516896107,1
0,14,14,3.688716540340904,13.60662971498457,1
0,14,15,20.03483264743147,133.7981969762433,3
0,14,16,13.42199551187806,90.07538736768041,2
0,14,17,13.48521223669164,90.92556367819546,2
0,14,18,20.61856560695866,141.7095976776314,3
0,14,19,21.55552950341177,146.7680614706002,4
0,14,20,11.46410273794711,69.88079532196494,2
0,14,21,14.65988585130666,107.4565369819564,2
0,14,22,14.99634194895182,112.4458391086106,2
0,14,23,7.797321409609539,32.86833732149389,2
0,14,24,15.87879315479263,97.42310634692811,3
0,14,25,0,0,0
0,14,26,2.553798685597418,6.521887726559102,1
0,14,27,6.160171032818724,37.9477071535789,1
0,14,28,0.6100267724012742,0.372132663046316,1
0,14,29,11.00107692354911,82.29475855227727,2
0,15,0,4.433173267516286,19.65302521982102,1
0,15,1,4.832947360301978,23.35738018744986,1
0,15,2,0,0,0
0,15,3,0,0,0
0,15,4,0,0,0
0,15,5,7.984602472810345,63.75387664880908,1
0,15,6,0,0,0
0,15,7,14.13471277234798,72.68972838360588,4
0,15,8,24.73674869219984,125.0765154642445,5
0,15,9,12.37216428766621,65.1126137263507,3
0,15,10,3.809545904808003,14.51264000083943,1
0,15,11,0,0,0
0,15,12,13.23530486781156,87.64272206166709,2
0,15,13,0.2874247648832333,0.08261299546818196,1
0,15,14,26.71788664449733,178.4615909542533,4
0,15,15,24.42069200339905,152.959704177615,4
0,15,16,8.989494477012885,50.20838818672517,2
0,15,17,0,0,0
0,15,18,0,0,0
0,15,19,21.01373631643228,147.1943309905726,3
0,15,20,16.15435118197061,106.2664791830917,3
0,15,21,17.588056049949,116.2018253560973,3
0,15,22,5.918935990683762,35.03380326181156,1
0,15,23,4.810358067059732,23.13954473332664,1
0,15,24,6.917818786418986,24.30985788419888,2
0,15,25,14.53590719975717,58.27868411879813,4
0,15,26,18.62059486652977,93.01855335327005,4
0,15,27,4.907662585662407,24.08515205471062,1
0,15,28,8.34997197348865,69.72203195804593,1
0,15,29,0.7941208695213876,0.6306279554094048,1
0,16,0,0.9947716947106895,0.9895707245975772,1
0,16,1,7.208004550294972,32.71487099373321,2
0,16,2,6.850227928760887,23.49949578779787,2
0,16,3,8.555494308523057,73.19648286317043,1
0,16,4,1.0320291812111,1.065084230871252,1
0,16,5,10.97460873210423,64.91730713019405,2
0,16,6,4.197900931246793,15.50022221225271,2
0,16,7,14.82421598944671,109.8969356040393,2
0,16,8,15.32514952030681,83.59370702709731,3
0,16,9,6.083202232287712,29.03525293375638,2
0,16,10,8.776036767494594,52.23067405444542,2
0,16,11,0,0,0
0,16,12,6.754088692272586,45.61771406308441,1
0,16,13,13.4464445354001,90.4042409150713,2
0,16,14,0,0,0
0,16,15,15.48807875194695,94.07883354580412,3
0,16,16,6.729929344385565,45.29194898042192,1
0,16,17,0,0,0
0,16,18,6.897615798185497,47.57710369937816,1
0,16,19,11.28592745214971,67.3125989376551,2
0,16,20,25.81222621800089,159.1744837599468,5
0,16,21,33.60525751366574,208.1707011477568,6
0,16,22,6.334768245870349,27.15376206366207,2
0,16,23,23.27749235274948,180.6186194898808,3
0,16,24,8.022137673074999,64.35469284576916,1
0,16,25,0,0,0
0,16,26,0,0,0
0,16,27,18.16647238018579,155.239737676822,3
0,16,28,8.642913900255316,72.97845719765249,2
0,16,29,0,0,0
0,17,0,5.229998515264991,27.35288446967401,1
0,17,1,7.051230341771026,25.2725092147412,2
0,17,2,21.40016883214558,157.4070678527858,3
0,17,3,2.408104756865009,5.543554059407684,2
0,17,4,12.0622344743758,72.74879288208781,2
0,17,5,5.95198599886124,18.85660140706008,2
0,17,6,21.74391643205794,136.0313492099486,4
0,17,7,12.89817946201268,77.96054159663773,3
0,17,8,9.270164326800323,58.05665944482192,2
0,17,9,21.7783972729018,158.1011551441345,3
0,17,10,7.089349972726491,50.2588830357971,1
0,17,11,1.286386298165659,1.654789708108348,1
0,17,12,5.775407871364457,31.29828896986373,2
0,17,13,10.06011700897534,56.82979941239907,2
0,17,14,1.545620746302243,2.388943491399902,1
0,17,15,4.642158147969547,21.54963227076006,1
0,17,16,6.772438425390432,45.86592222570483,1
0,17,17,0.7965504681338929,0.6344926482843238,1
0,17,18,0,0,0
0,17,19,9.784084231061966,57.03306204615742,2
0,17,20,17.69264037732011,107.7445896332445,5
0,17,21,7.000157273118467,37.76942067138501,2
0,17,22,17.82615349209612,107.5060820851191,3
0,17,23,18.06297913087965,99.16763329291597,4
0,17,24,5.274609841798922,27.82150898320205,1
0,17,25,0,0,0
0,17,26,14.19519484254936,67.28050190539773,3
0,17,27,16.6412408047344,69.07073255599647,5
0,17,28,16.86835463683502,113.6079150343484,3
0,17,29,6.041604445566428,36.50098427668802,1
0,18,0,0,0,0
0,18,1,6.255258879866159,39.12826365414443,1
0,18,2,5.116585467661532,13.3306285207493,2
0,18,3,3.767881510975635,14.19693108075204,1
0,18,4,10.01538952926047,50.30627464745085,2
0,18,5,2.293914776781897,5.262045003138338,1
0,18,6,7.946287976856932,63.14349261114103,1
0,18,7,0,0,0
0,18,8,0,0,0
0,18,9,7.799232980367905,52.98704118733623,2
0,18,10,18.80695307316785,120.5853193739626,3
0,18,11,22.7933441979804,123.7246847330015,6
0,18,12,22.99762005086568,122.7828036869526,5
0,18,13,7.123019119455422,47.47829464842253,2
0,18,14,19.01702432720923,122.270339691705,3
0,18,15,13.65872762872401,93.28046301095608,2
0,18,16,4.156494998379839,9.143724410419511,3
0,18,17,20.5657160629322,109.6347797234314,4
0,18,18,6.471435594504317,41.87947865381745,1
0,18,19,0,0,0
0,18,20,13.0791638856621,86.64828369608442,2
0,18,21,10.77269090902667,66.29370204196395,2
0,18,22,4.235366714680302,17.93833120782182,1
0,18,23,2.99055520548172,8.943420437033813,1
0,18,24,8.05366319873778,33.51546623348779,2
0,18,25,15.79498676289145,66.3283756948863,4
0,18,26,16.82453918773881,110.2909364102884,3
0,18,27,3.778216070165326,14.27491667285552,1
0,18,28,0,0,0
0,18,29,7.197703397703895,51.8069342013182,1
0,19,0,0.4043694558695511,0.1635146568402368,1
0,19,1,9.327987342305669,87.01134785821476,1
0,19,2,8.083699844041199,65.34620316855171,1
0,19,3,9.996817490194207,42.31000223446647,3
0,19,4,17.46843396594888,106.7380898050668,4
0,19,5,9.869356139127055,71.09385621351237,2
0,19,6,7.943055417342,35.48145134901279,2
0,19,7,14.80472616292842,103.4349051391782,3
0,19,8,9.89457803497368,39.14661817089726,3
0,19,9,22.45816891907631,136.0138877263823,4
0,19,10,9.676749984966094,39.10275493070837,4
0,19,11,13.77261636530241,76.69739153190741,3
0,19,12,38.96250238805723,262.6717387106447,6
0,19,13,0,0,0
0,19,14,1.568330250866917,2.459659775784288,1
0,19,15,13.91976113372353,96.88031820769905,2
0,19,16,20.81516706152869,144.4405806126096,3
0,19,17,13.84311897712894,73.49651418741126,3
0,19,18,17.02242241301209,107.9674910414825,4
0,19,19,14.5558590708531,105.9367824700054,2
0,19,20,18.93405318596843,116.4183646416086,4
0,19,21,7.226630902277049,24.76156434828286,3
0,19,22,5.048747050001428,25.48984677489813,1
0,19,23,26.11892273911907,187.7482933299335,4
0,19,24,5.110759926884721,26.11986703025072,1
0,19,25,6.108243539974192,19.19704813569635,2
0,19,26,9.187887823019253,38.02547341902346,3
0,19,27,0,0,0
0,19,28,18.18602858959222,146.2160915825723,3
0,19,29,16.1117340689045,97.82620450072713,3
0,20,0,9.346559142435332,44.01044871206719,2
0,20,1,4.991515990368521,12.67000721068586,2
0,20,2,27.04005967559523,191.3847954565452,4
0,20,3,15.60217677107666,98.17563728166792,4
0,20,4,6.57912666356891,39.54948305573049,3
0,20,5,6.590337043437565,30.70481418427364,2
0,20,6,20.9642593621877,119.5769139042782,5
0,20,7,2.972033357760983,5.757517094145865,2
0,20,8,3.480946806910412,12.11699067253979,1
0,20,9,0.9410272186846593,0.8855322263053856,1
0,20,10,1.737561018210898,3.019118292006094,1
0,20,11,6.896073344654843,47.55582757485903,1
0,20,12,3.8980683615433,12.40424065759826,2
0,20,13,8.997407425157355,61.09121144650963,2
