#class tools::wcsv::ntuple
#title Edep_and_Particle
#separator 44
#vector_separator 59
#column string Particle1_in_NaI
#column double eDep_particle1_in_NaI
#column string Particle1_in_Beta
#column double eDep_particle1_in_Beta
#column string Particle2_in_NaI
#column double eDep_particle2_in_NaI
#column string Particle2_in_Beta
#column double eDep_particle2_in_Beta
#column string Particle3_in_NaI
#column double eDep_particle3_in_NaI
#column string Particle3_in_Beta
#column double eDep_particle3_in_Beta
 ,0,e-,0.174693, ,0, ,0, ,0, ,0
 ,0,e-,0, ,0, ,0, ,0, ,0
 ,0,e-,0.239076, ,0, ,0, ,0, ,0
 ,0,e-,0.121084, ,0, ,0, ,0, ,0
 ,0,e-,0.128492, ,0, ,0, ,0, ,0
 ,0,e-,0.103731, ,0, ,0, ,0, ,0
 ,0,e-,0.0614149, ,0, ,0, ,0, ,0
 ,0,e-,0.130191, ,0, ,0, ,0, ,0
 ,0,e-,0.0893086, ,0, ,0, ,0, ,0
 ,0,e-,0, ,0, ,0, ,0, ,0
 ,0,e-,0.0803568, ,0, ,0, ,0, ,0
 ,0,e-,0.233957, ,0, ,0, ,0, ,0
 ,0,e-,0.150605, ,0, ,0, ,0, ,0
 ,0,e-,0.0451862, ,0, ,0, ,0, ,0
 ,0,e-,0.0986487, ,0, ,0, ,0, ,0
 ,0,e-,0.10377, ,0, ,0, ,0, ,0
 ,0,e-,0.162705, ,0, ,0, ,0, ,0
 ,0,e-,0, ,0, ,0, ,0, ,0
 ,0,e-,0, ,0, ,0, ,0, ,0
 ,0,e-,0.0490371, ,0, ,0, ,0, ,0
 ,0,e-,0.0578821, ,0, ,0, ,0, ,0
 ,0,e-,0, ,0, ,0, ,0, ,0
 ,0,e-,0, ,0, ,0, ,0, ,0
 ,0,e-,0.138086, ,0, ,0, ,0, ,0
 ,0,e-,0.18819, ,0, ,0, ,0, ,0
 ,0,e-,0.246234, ,0, ,0, ,0, ,0
 ,0,e-,0, ,0, ,0, ,0, ,0
 ,0,e-,0, ,0, ,0, ,0, ,0
 ,0,e-,0.0413777, ,0, ,0, ,0, ,0
 ,0,e-,0.13837, ,0, ,0, ,0, ,0
 ,0,e-,0.105339, ,0, ,0, ,0, ,0
 ,0,e-,0.218485, ,0, ,0, ,0, ,0
 ,0,e-,0.0794024, ,0, ,0, ,0, ,0
 ,0,e-,0.155105, ,0, ,0, ,0, ,0
 ,0,e-,0, ,0, ,0, ,0, ,0
 ,0,e-,0.108992, ,0, ,0, ,0, ,0
 ,0,e-,0.20988, ,0, ,0, ,0, ,0
 ,0,e-,0.0473153, ,0, ,0, ,0, ,0
 ,0,e-,0.134122, ,0, ,0, ,0, ,0
 ,0,e-,0, ,0, ,0, ,0, ,0
 ,0,e-,0, ,0, ,0, ,0, ,0
 ,0,e-,0.197864, ,0, ,0, ,0, ,0
 ,0,e-,0.118026, ,0, ,0, ,0, ,0
